OID_,tl_2019_26_bg_GEOID,MEAN_PM25_AVG,FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,OBJECTID,Total,Less_than__10_000,F_10_000_to__14_999,F_15_000_to__19_999,F_20_000_to__24_999,F_25_000_to__29_999,F_30_000_to__34_999,F_35_000_to__39_999,F_40_000_to__44_999,F_45_000_to__49_999,F_50_000_to__59_999,F_60_000_to__74_999,F_75_000_to__99_999,F_100_000_to__124_999,F_125_000_to__149_999,F_150_000_to__199_999,F_200_000_or_more,GEO_ID,OBJECTID_1,Total_,No_schooling_completed,Nursery_school,Kindergarten,F1st_grade,F2nd_grade,F3rd_grade,F4th_grade,F5th_grade,F6th_grade,F7th_grade,F8th_grade,F9th_grade,F10th_grade,F11th_grade,F12th_grade__no_diploma,Regular_high_school_diploma,GED_or_alternative_credential,Some_college__less_than_1_year,Some_college__1_or_more_years__no_degree,Associate_s_degree,Bachelor_s_degree,Master_s_degree,Professional_school_degree,Doctorate_degree,GEO_ID_1,OBJECTID_12,Total1,Not_Hispanic_or_Latino,Hispanic_or_Latino,GEO_ID_12,OBJECTID_12_13,Total1_1,White_alone,Black_or_African_American_alone,American_Indian_and_Alaska_Native_alone,Asian_alone,Native_Hawaiian_and_Other_Pacific_Islander_alone,Some_other_race_alone,Two_or_more_races_,Two_races_including_Some_other_race,Two_races_excluding_Some_other_race__and_three_or_more_races,GEO_ID_12_13,OBJECTID_12_13_14,Median_age,Median_age___Male,Median_age___Female,GEO_ID_12_13_14,OBJECTID_12_13_14_15,Estimate__Total,GEO_ID_12_13_14_15,OBJECTID_12_13_14_15_16,GEOID_1,area1,percent1,area4,percent4,OBJECTID_12_13_14_15_16_17,tl_2019_26_bg_GEOID_1,MEAN_gridcode,Shape_Length_1,Shape_Area_1,Shape_Length,Shape_Area
669,2.61635E+11,7.850495833,305,26,163,539600,1,261635396001.00,Block Group 1,G5030,S,322633,0,42.426856,-83.1973016,674,386,81,0,29,62,0,85,8,26,8,0,37,50,0,0,0,0,2.61635E+11,,635,0,0,0,0,0,0,0,0,12,0,30,0,0,41,0,59,53,29,268,68,49,26,0,0,,,,963,17,,,,22,894,0,0,0,17,47,0,47,,,40.3,46.7,26.9,,,980,,,,27827.0042,8.624921507,,,,,5995873.476,,,0.024241937,3.52937E-05
670,2.61635E+11,7.850495833,808,26,163,539600,2,261635396002.00,Block Group 2,G5030,S,457122,0,42.4265468,-83.1859658,675,442,141,58,10,0,0,8,31,9,37,64,32,30,11,0,11,0,2.61635E+11,,749,0,0,0,0,0,0,0,0,9,0,0,0,0,10,0,220,73,173,80,26,48,110,0,0,,,,1135,0,,,,13,1083,0,39,0,0,0,0,0,,,41.7,38.1,42,,,1135,,,,57157.54733,12.50376414,2339.139629,0.511709329,,,15882195.17,,,0.031798867,5.00053E-05
671,2.61635E+11,7.850495833,304,26,163,539600,3,261635396003.00,Block Group 3,G5030,S,333471,0,42.427039,-83.1923516,676,414,32,19,8,17,0,65,21,22,72,17,32,11,7,75,16,0,2.61635E+11,,1043,0,0,0,0,0,0,0,0,0,0,6,14,0,43,0,236,5,94,453,35,80,77,0,0,,,,1341,73,,,,16,1282,0,0,0,0,116,0,116,,,50.9,51.3,50,,,1414,,,,71254.85209,21.36747156,1476.344945,0.442717341,,,2997038.294,,,0.024566675,3.64795E-05
672,2.61635E+11,7.850495833,302,26,163,539700,1,261635397001.00,Block Group 1,G5030,S,379945,0,42.4369855,-83.1969372,677,308,55,19,7,0,15,29,0,7,20,48,40,29,32,0,7,0,2.61635E+11,,680,34,0,0,0,0,0,0,0,0,0,17,7,0,41,1,175,16,26,193,80,32,58,0,0,,,,781,0,,,,4,777,0,0,0,0,0,0,0,,,56.8,48.3,63.5,,,781,,,,56045.44411,14.7509168,,,,,18420530.55,,,0.0301063,4.15696E-05
673,2.61635E+11,7.850495833,850,26,163,539700,2,261635397002.00,Block Group 2,G5030,S,363987,0,42.432296,-83.194385,678,628,125,110,45,19,49,23,5,7,22,25,106,40,37,15,0,0,2.61635E+11,,860,0,0,0,0,0,0,0,0,5,0,0,22,37,86,36,244,35,52,85,60,122,67,0,9,,,,1213,0,,,,0,1213,0,0,0,0,0,0,0,,,47.7,53.1,46,,,1213,,,,40907.48702,11.2387915,,,,,14398397.34,,,0.030705655,3.98204E-05
674,2.61635E+11,7.850495833,696,26,163,540100,1,261635401001.00,Block Group 1,G5030,S,598188,0,42.4427233,-83.2106068,679,517,127,0,22,16,55,31,0,36,51,43,73,63,0,0,0,0,2.61635E+11,,937,11,0,0,0,0,0,0,0,0,0,0,0,0,57,0,292,94,99,182,108,94,0,0,0,,,,1259,0,,,,192,1067,0,0,0,0,0,0,0,,,41.9,35.8,42.5,,,1259,,,,150461.6863,25.1527545,1800.001273,0.300907103,,,19958255.04,,,0.044447681,6.54538E-05
675,2.61635E+11,7.850495833,203,26,163,540100,2,261635401002.00,Block Group 2,G5030,S,319685,0,42.4393176,-83.2051207,680,316,44,23,32,32,38,0,17,0,67,10,12,33,8,0,0,0,2.61635E+11,,605,0,0,0,0,0,0,0,0,0,0,28,0,16,0,22,284,28,73,66,42,36,10,0,0,,,,822,0,,,,3,819,0,0,0,0,0,0,0,,,39.5,38,41.3,,,822,,,,82360.83503,25.76306638,3316.19052,1.03732844,,,6131675.28,,,0.026658446,3.49779E-05
676,2.61635E+11,7.850495833,139,26,163,540100,3,261635401003.00,Block Group 3,G5030,S,119396,0,42.4391792,-83.2117709,681,134,0,0,0,38,11,40,0,26,0,0,11,0,8,0,0,0,2.61635E+11,,187,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,83,11,10,47,0,0,8,0,0,,,,321,0,,,,0,321,0,0,0,0,0,0,0,,,40.1,,20.9,,,321,,,,74815.63723,62.66136062,,,,,797853.0833,,,0.014457921,1.30636E-05
677,2.61635E+11,7.850495833,270,26,163,540100,4,261635401004.00,Block Group 4,G5030,S,202631,0,42.4390741,-83.2166689,682,225,58,0,0,24,73,0,0,25,0,23,12,10,0,0,0,0,2.61635E+11,,337,0,0,0,0,0,0,0,0,0,0,26,0,0,0,43,93,0,0,127,24,0,24,0,0,,,,536,0,,,,8,528,0,0,0,0,0,0,0,,,29.6,29.5,32.2,,,536,,,,109530.4233,54.05409376,,,,,17252869.75,,,0.019546232,2.21705E-05
678,2.61635E+11,7.850495833,476,26,163,540200,1,261635402001.00,Block Group 1,G5030,S,207023,0,42.4338985,-83.2015995,683,233,18,27,10,0,32,31,0,0,10,11,13,19,52,0,10,0,2.61635E+11,,617,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,294,0,32,244,0,27,10,0,0,,,,672,0,,,,0,672,0,0,0,0,0,0,0,,,40.9,46.5,40.5,,,672,,,,35653.04777,17.22175753,1516.195306,0.732379125,,,5290865.444,,,0.020904498,2.26492E-05
679,2.61635E+11,7.850495833,181,26,163,540200,2,261635402002.00,Block Group 2,G5030,S,175606,0,42.4321378,-83.2058592,684,252,81,0,47,43,45,0,3,0,6,12,15,0,0,0,0,0,2.61635E+11,,393,14,0,0,0,0,0,0,0,0,0,0,0,49,37,10,103,63,0,70,35,7,0,5,0,,,,542,0,,,,0,536,0,0,0,0,6,0,6,,,31.3,27.7,35.7,,,542,,,,49470.40524,28.17135194,576.3487497,0.328206801,,,2497882.667,,,0.017883332,1.92114E-05
680,2.61635E+11,7.850495833,477,26,163,540200,3,261635402003.00,Block Group 3,G5030,S,179074,0,42.4357565,-83.2058874,685,188,27,0,0,24,37,10,10,0,26,8,9,9,0,28,0,0,2.61635E+11,,420,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,141,48,0,37,18,72,0,0,0,,,,623,0,,,,0,614,9,0,0,0,0,0,0,,,38.9,37.9,46.7,,,623,,,,68244.45585,38.10953467,899.9991634,0.502583674,,,983154,,,0.018566824,1.95921E-05
681,2.61635E+11,7.850495833,130,26,163,540200,4,261635402004.00,Block Group 4,G5030,S,177800,0,42.435618,-83.2114159,686,195,100,0,9,23,0,0,32,10,0,6,0,15,0,0,0,0,2.61635E+11,,264,18,0,0,0,0,0,0,0,0,0,17,0,0,0,0,52,49,0,66,52,0,10,0,0,,,,474,0,,,,0,474,0,0,0,0,0,0,0,,,28.4,28.1,38.2,,,474,,,,129613.9203,72.89884683,833.0437129,0.468529352,,,940465.6471,,,0.018099298,1.94526E-05
682,2.61635E+11,7.850495833,478,26,163,540200,5,261635402005.00,Block Group 5,G5030,S,178444,0,42.435498,-83.2169033,687,54,7,10,0,0,0,0,0,0,23,14,0,0,0,0,0,0,2.61635E+11,,116,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,80,0,0,0,29,0,0,0,0,,,,111,101,,,,101,111,0,0,0,0,0,0,0,,,25.5,25.2,28.3,,,212,,,,111827.7495,62.66792171,,,,,12961660.44,,,0.018086718,1.95231E-05
683,2.61635E+11,7.850495833,853,26,163,540200,6,261635402006.00,Block Group 6,G5030,S,357334,0,42.4319742,-83.2139094,688,273,32,9,32,76,31,0,32,11,7,35,0,8,0,0,0,0,2.61635E+11,,317,0,0,0,0,0,0,0,0,0,0,0,0,11,40,46,96,0,15,16,85,0,8,0,0,,,,822,0,,,,8,753,0,0,0,0,61,0,61,,,15.1,25.5,11,,,822,,,,173783.8214,48.6336315,966.9555029,0.270603772,,,10520379.69,,,0.028799588,3.90925E-05
684,2.61635E+11,7.850495833,172,26,163,540300,1,261635403001.00,Block Group 1,G5030,S,279693,0,42.4267477,-83.2018338,689,147,54,21,37,0,27,8,0,0,0,0,0,0,0,0,0,0,2.61635E+11,,219,15,0,0,0,0,0,0,0,0,0,0,0,0,48,32,12,0,19,39,54,0,0,0,0,,,,357,0,,,,0,357,0,0,0,0,0,0,0,,,26.5,17.6,50,,,357,,,,109677.8513,39.21365895,1799.999296,0.643562558,,,5171050.143,,,0.023045838,3.05961E-05
685,2.61635E+11,7.850495833,487,26,163,540300,2,261635403002.00,Block Group 2,G5030,S,223031,0,42.4266862,-83.2056087,690,436,175,30,31,0,0,11,32,21,12,54,18,35,17,0,0,0,2.61635E+11,,601,14,0,0,0,0,0,0,0,0,0,0,0,0,16,12,209,0,72,150,39,80,9,0,0,,,,1029,0,,,,0,1003,0,0,0,0,26,0,26,,,32.5,18,39.6,,,1029,,,,49172.04404,22.04724708,3278.347447,1.469911158,,,3335682,,,0.021197494,2.43977E-05
686,2.61635E+11,7.850495833,508,26,163,540300,3,261635403003.00,Block Group 3,G5030,S,173691,0,42.4247844,-83.2098078,691,149,0,0,16,23,26,8,33,0,0,12,0,0,31,0,0,0,2.61635E+11,,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,23,16,49,31,32,0,0,,,,348,0,,,,0,348,0,0,0,0,0,0,0,,,35.1,18.7,52.3,,,348,,,,33556.69662,19.3197711,900.002194,0.518162934,,,218360.7857,,,0.017691625,1.89998E-05
687,2.61635E+11,7.850495833,610,26,163,540300,4,261635403004.00,Block Group 4,G5030,S,219492,0,42.4246656,-83.2157077,692,311,38,46,26,68,0,18,11,0,6,17,36,36,9,0,0,0,2.61635E+11,,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,196,34,18,95,21,31,17,12,0,,,,707,0,,,,0,699,0,0,0,0,8,0,8,,,30.5,28.4,41.7,,,707,,,,69185.37049,31.52060651,576.3488005,0.262582445,,,28257703.33,,,0.020472895,2.40099E-05
688,2.61635E+11,7.850495833,657,26,163,540300,5,261635403005.00,Block Group 5,G5030,S,392854,0,42.4283584,-83.2132395,693,522,115,11,28,45,0,40,31,145,34,0,9,36,9,0,0,19,2.61635E+11,,690,9,0,0,0,0,0,0,0,0,0,0,0,52,0,82,158,41,111,53,78,106,0,0,0,,,,1083,0,,,,108,878,0,0,0,97,0,0,0,,,27.7,27.5,29.5,,,1083,,,,65029.77621,16.55321887,3608.729961,0.91859607,,,8335516.545,,,0.030980018,4.2976E-05
689,2.61635E+11,7.850495833,148,26,163,540400,1,261635404001.00,Block Group 1,G5030,S,276484,0,42.41952,-83.2015564,694,177,64,8,25,0,0,0,0,0,9,0,41,30,0,0,0,0,2.61635E+11,,283,2,0,0,0,0,0,0,0,0,0,0,0,0,49,0,97,18,1,70,30,0,16,0,0,,,,373,1,,,,3,371,0,0,0,0,0,0,0,,,47.2,41.8,53.7,,,374,,,,89384.13805,32.32903168,1476.347926,0.533975042,,,5044207.609,,,0.02278868,3.02415E-05
690,2.61635E+11,7.850495833,608,26,163,540400,2,261635404002.00,Block Group 2,G5030,S,220650,0,42.419437,-83.2053328,695,353,56,0,0,18,39,20,0,23,38,40,21,42,0,0,56,0,2.61635E+11,,616,0,0,0,0,0,0,0,0,0,0,0,0,39,32,0,74,43,47,93,127,161,0,0,0,,,,879,0,,,,0,879,0,0,0,0,0,0,0,,,37.9,37.4,38.6,,,879,,,,29160.54792,13.21576729,579.5636761,0.262662372,,,3092666.125,,,0.021117107,2.41345E-05
691,2.61635E+11,7.850495833,609,26,163,540400,3,261635404003.00,Block Group 3,G5030,S,207565,0,42.4193772,-83.2085824,696,236,73,64,0,26,0,11,21,0,15,0,26,0,0,0,0,0,2.61635E+11,,310,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,142,18,18,41,2,19,31,0,0,,,,934,0,,,,0,934,0,0,0,0,0,0,0,,,10.8,10.3,17.2,,,934,,,,38339.58096,18.47095081,616.1904247,0.296863522,,,2752356.455,,,0.020737473,2.27035E-05
692,2.61635E+11,7.850495833,698,26,163,540400,4,261635404004.00,Block Group 4,G5030,S,572511,0,42.4192593,-83.2144926,697,442,219,110,18,0,5,11,9,0,0,51,0,19,0,0,0,0,2.61635E+11,,598,0,0,0,0,0,0,0,0,0,0,6,43,14,38,0,290,11,78,44,45,11,5,0,13,,,,696,0,,,,20,663,0,0,0,0,13,0,13,,,53.5,56.7,51.3,,,696,,,,124315.5536,21.71410203,8757.182192,1.529610271,,,12900712.12,,,0.031796069,6.26207E-05
693,2.61635E+11,7.850495833,812,26,163,540500,1,261635405001.00,Block Group 1,G5030,S,690828,1895,42.4190475,-83.2243522,698,567,43,86,9,85,21,33,21,33,32,9,77,0,31,44,32,11,2.61635E+11,,947,0,0,0,0,0,0,0,0,0,0,13,10,0,23,34,202,28,84,232,107,131,52,22,9,,,,1371,0,,,,0,1371,0,0,0,0,0,0,0,,,44.1,38.3,48.1,,,1371,,,,119011.2768,17.18022935,4752.700009,0.686090246,,,9863995.745,,,0.035470615,7.57691E-05
694,2.61635E+11,7.850495833,12,26,163,540500,2,261635405002.00,Block Group 2,G5030,S,201826,0,42.4237428,-83.2243461,699,240,128,20,24,0,0,0,0,0,12,0,28,17,0,0,0,11,2.61635E+11,,436,0,0,0,0,0,0,0,0,0,0,41,64,12,19,23,184,24,28,10,11,0,20,0,0,,,,602,0,,,,14,588,0,0,0,0,0,0,0,,,50.5,33.2,52.4,,,602,,,,64308.94845,31.86353598,900.0017748,0.445929216,,,10902977.47,,,0.024901641,2.20771E-05
695,2.61635E+11,7.850495833,13,26,163,540500,3,261635405003.00,Block Group 3,G5030,S,214968,0,42.4259129,-83.2238405,700,260,0,31,0,10,0,19,38,12,0,48,92,10,0,0,0,0,2.61635E+11,,512,34,0,0,0,0,0,0,0,0,0,0,0,13,0,0,136,67,13,137,47,47,9,9,0,,,,768,11,,,,24,755,0,0,0,0,0,0,0,,,35.1,27.8,35.9,,,779,,,,87020.73515,40.48059429,900.0000753,0.418665021,,,17402100,,,0.031629781,2.35156E-05
696,2.61635E+11,7.850495833,14,26,163,540500,4,261635405004.00,Block Group 4,G5030,S,282322,0,42.4284243,-83.2247744,701,294,47,30,59,0,33,41,41,0,0,21,0,14,0,8,0,0,2.61635E+11,,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,146,76,33,99,30,0,0,0,0,,,,604,0,,,,13,591,0,0,0,0,0,0,0,,,40.5,50.2,40.3,,,604,,,,98510.55102,34.89288753,3316.191738,1.174610274,,,9341878.591,,,0.02784899,3.08846E-05
697,2.61635E+11,7.850495833,15,26,163,540600,1,261635406001.00,Block Group 1,G5030,S,222888,0,42.42834,-83.2339777,702,258,0,0,36,0,0,0,11,107,0,15,57,32,0,0,0,0,2.61635E+11,,736,0,0,0,0,0,0,0,0,0,0,23,0,0,23,30,458,9,0,59,134,0,0,0,0,,,,1033,0,,,,66,967,0,0,0,0,0,0,0,,,44.6,47.5,39,,,1033,,,,99508.46453,44.64536265,4752.70151,2.132342042,,,3967917.048,,,0.02408081,2.43826E-05
698,2.61635E+11,7.850495833,16,26,163,540600,2,261635406002.00,Block Group 2,G5030,S,327825,0,42.4249136,-83.2347783,703,235,50,0,0,0,10,0,43,11,6,64,0,21,17,0,0,13,2.61635E+11,,412,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7,95,37,41,85,77,8,0,32,0,,,,594,17,,,,129,482,0,0,0,0,0,0,0,,,41,29.7,43.4,,,611,,,,120346.3309,36.71068367,1476.349281,0.450348515,,,1659195.556,,,0.027317624,3.58602E-05
699,2.61635E+11,7.850495833,854,26,163,540600,3,261635406003.00,Block Group 3,G5030,S,327858,0,42.4172466,-83.2339231,704,428,49,18,51,0,17,13,0,60,0,56,61,60,14,11,18,0,2.61635E+11,,599,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,141,29,47,212,36,56,46,16,0,,,,745,0,,,,0,734,0,0,0,0,11,0,11,,,53.7,41.7,60.9,,,745,,,,79917.58665,24.37556593,1834.589161,0.559565809,,,4111637.321,,,0.027360559,3.58598E-05
700,2.61635E+11,7.850495833,855,26,163,540600,4,261635406004.00,Block Group 4,G5030,S,318683,0,42.4212446,-83.2332755,705,362,67,34,0,21,0,18,11,24,0,14,0,128,21,10,0,14,2.61635E+11,,583,0,0,0,0,0,12,0,0,0,0,0,0,0,21,81,96,29,47,154,11,55,77,0,0,,,,930,51,,,,0,930,0,0,0,0,51,0,51,,,34,38.4,33.2,,,981,,,,86931.84919,27.27842005,2381.602415,0.747325079,,,2261024.519,,,0.030502799,3.48584E-05
701,2.61635E+11,7.850495833,490,26,163,540700,1,261635407001.00,Block Group 1,G5030,S,274788,0,42.4353469,-83.2238104,706,126,38,0,0,0,7,13,7,0,0,39,0,0,7,0,0,15,2.61635E+11,,192,8,0,0,0,0,0,0,0,13,0,0,0,0,43,21,37,0,15,42,0,13,0,0,0,,,,151,105,,,,21,222,0,0,0,0,13,0,13,,,54,44.7,59.7,,,256,,,,209242.3527,76.14725798,1516.191177,0.551770706,,,11152440.21,,,0.024050098,3.00635E-05
702,2.61635E+11,7.850495833,491,26,163,540700,2,261635407002.00,Block Group 2,G5030,S,282824,0,42.4317463,-83.223577,707,131,14,0,0,0,13,0,0,47,10,0,42,5,0,0,0,0,2.61635E+11,,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,91,38,23,100,0,7,5,0,0,,,,481,68,,,,87,450,0,0,0,0,12,0,12,,,29.4,22.8,49.9,,,549,,,,158933.3901,56.19475625,1476.352267,0.522000165,,,15754180.52,,,0.024338365,3.09413E-05
703,2.61635E+11,7.850495833,492,26,163,540700,3,261635407003.00,Block Group 3,G5030,S,365494,0,42.4315254,-83.2333818,708,373,58,55,117,22,0,0,29,13,45,0,0,14,7,13,0,0,2.61635E+11,,743,0,0,0,0,0,0,0,0,0,0,7,18,58,71,0,190,39,0,187,89,66,18,0,0,,,,1059,95,,,,35,1018,0,0,0,89,12,0,12,,,34.4,40.7,32.1,,,1154,,,,130604.0337,35.73371576,3600.003732,0.984973484,,,3829043.971,,,0.029406097,3.99849E-05
704,2.61635E+11,7.850495833,493,26,163,540700,4,261635407004.00,Block Group 4,G5030,S,362830,0,42.4351182,-83.2335448,709,522,78,0,52,70,7,39,19,0,49,46,52,81,20,0,9,0,2.61635E+11,,896,8,0,0,0,0,0,0,0,0,0,0,18,11,10,60,154,80,115,309,54,28,49,0,0,,,,1577,0,,,,0,1461,116,0,0,0,0,0,0,,,37.2,24.5,43.3,,,1577,,,,131091.3426,36.13044115,4176.352136,1.151055761,,,1483825.815,,,0.029379067,3.96957E-05
705,2.61635E+11,7.850495833,851,26,163,540800,1,261635408001.00,Block Group 1,G5030,S,870124,0,42.4405011,-83.2326012,710,324,20,18,41,41,4,26,20,15,9,25,8,37,5,29,19,7,2.61635E+11,,557,0,0,0,0,0,0,0,0,0,0,7,1,8,12,31,72,30,9,195,26,85,81,0,0,,,,662,0,,,,8,651,3,0,0,0,0,0,0,,,57.8,55.5,59.4,,,662,,,,251220.717,28.87184622,6584.488446,0.756730337,,,6138650.467,,,0.041110413,9.5205E-05
706,2.61635E+11,7.850495833,697,26,163,540800,2,261635408002.00,Block Group 2,G5030,S,397406,0,42.4407348,-83.2228611,711,567,10,31,91,9,43,34,59,10,61,57,81,37,8,0,31,5,2.61635E+11,,1040,31,0,0,0,0,0,0,0,0,10,25,0,39,0,22,323,96,53,191,101,86,63,0,0,,,,1769,9,,,,21,1757,0,0,0,0,0,0,0,,,29.7,24.8,35.8,,,1778,,,,183993.7218,46.29876664,8.058534713,0.002027788,,,14913263.03,,,0.026452341,4.34825E-05
707,2.61635E+11,7.850495833,19,26,163,540900,1,261635409001.00,Block Group 1,G5030,S,357516,0,42.4419915,-83.2448132,712,425,11,8,9,0,29,0,79,68,64,20,70,19,16,16,0,16,2.61635E+11,,701,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,125,90,24,152,3,210,24,0,8,,,,1074,0,,,,11,1063,0,0,0,0,0,0,0,,,36.9,51.5,35.6,,,1074,,,,45897.75819,12.83794666,,,,,8232333.28,,,0.029079208,3.91188E-05
708,2.61635E+11,7.850495833,564,26,163,540900,2,261635409002.00,Block Group 2,G5030,S,279864,0,42.44171,-83.2545569,713,331,0,12,25,18,24,44,44,0,0,6,46,48,37,0,27,0,2.61635E+11,,646,0,0,0,0,0,0,0,0,0,0,0,9,8,0,28,118,18,90,204,26,79,66,0,0,,,,915,0,,,,51,859,0,0,5,0,0,0,0,,,47.1,42.7,47.4,,,915,,,,41431.3858,14.8041274,,,,,8144837.318,,,0.024164036,3.0622E-05
709,2.61635E+11,7.850495833,20,26,163,540900,3,261635409003.00,Block Group 3,G5030,S,267787,0,42.4381751,-83.2543919,714,231,27,28,0,32,0,17,16,0,13,0,53,44,0,0,1,0,2.61635E+11,,422,0,0,0,0,0,0,0,0,27,0,0,13,67,0,0,138,1,21,41,75,39,0,0,0,,,,479,0,,,,1,478,0,0,0,0,0,0,0,,,60.9,68.8,60.4,,,479,,,,94050.32511,35.1212354,,,,,1340408.852,,,0.023866486,2.92991E-05
710,2.61635E+11,7.850495833,21,26,163,540900,4,261635409004.00,Block Group 4,G5030,S,357309,0,42.4384312,-83.2446894,715,393,35,20,84,22,14,19,37,13,22,10,0,57,47,13,0,0,2.61635E+11,,544,0,0,0,0,0,0,0,0,0,3,0,0,37,35,11,159,7,37,92,38,111,14,0,0,,,,1009,0,,,,4,1005,0,0,0,0,0,0,0,,,26.4,19.6,27.1,,,1009,,,,133870.5516,37.46634413,1800.000602,0.503766073,,,1739666.286,,,0.029041216,3.90939E-05
711,2.61635E+11,7.850495833,22,26,163,541000,1,261635410001.00,Block Group 1,G5030,S,352613,0,42.4331104,-83.2416721,716,739,266,170,73,69,21,11,17,62,14,24,12,0,0,0,0,0,2.61635E+11,,858,32,0,0,0,0,0,0,0,0,21,0,43,13,94,17,225,77,18,215,87,16,0,0,0,,,,1268,0,,,,64,1189,0,0,0,0,15,0,15,,,39.7,26.3,51.3,,,1268,,,,120149.7134,34.07398382,5076.35129,1.439633161,,,4190219.6,,,0.025170879,3.8577E-05
712,2.61635E+11,7.850495833,860,26,163,541000,2,261635410002.00,Block Group 2,G5030,S,466698,0,42.4346938,-83.2514634,717,561,27,28,0,47,0,44,13,56,37,0,154,58,61,10,0,26,2.61635E+11,,1114,0,0,0,0,0,0,0,0,0,0,14,0,9,54,0,189,28,58,347,179,171,51,0,14,,,,1750,0,,,,0,1676,0,0,0,0,74,0,74,,,34,33.6,34.9,,,1750,,,,241233.6335,51.6891069,3600.00026,0.771371701,,,1294106.083,,,0.035424631,5.10597E-05
713,2.61635E+11,7.850495833,658,26,163,541000,3,261635410003.00,Block Group 3,G5030,S,465116,0,42.4310814,-83.2513333,718,477,81,8,11,13,87,30,65,29,34,36,35,19,22,0,7,0,2.61635E+11,,637,21,0,0,0,0,0,0,0,0,0,0,0,28,96,11,226,39,35,41,15,27,98,0,0,,,,1158,0,,,,42,1116,0,0,0,0,0,0,0,,,28.8,30,28.8,,,1158,,,,142592.5625,30.65732468,2700.001501,0.580498879,,,3389237.684,,,0.035372632,5.08835E-05
714,2.61635E+11,7.850495833,488,26,163,541100,1,261635411001.00,Block Group 1,G5030,S,252902,0,42.4269665,-83.2414537,719,265,86,28,24,21,0,11,0,0,0,0,0,0,82,13,0,0,2.61635E+11,,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,40,10,13,166,82,43,0,0,0,,,,487,0,,,,0,487,0,0,0,0,0,0,0,,,40.6,40.6,40.6,,,487,,,,147388.5162,58.27872273,5076.353546,2.007235086,,,3590986.833,,,0.021019103,2.76656E-05
715,2.61635E+11,7.850495833,221,26,163,541100,2,261635411002.00,Block Group 2,G5030,S,254857,0,42.4268359,-83.2469086,720,164,73,13,11,0,27,0,0,10,0,0,0,30,0,0,0,0,2.61635E+11,,272,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,99,0,30,107,0,0,0,0,0,,,,436,0,,,,0,398,0,13,0,0,25,0,25,,,48,19.6,55.3,,,436,,,,181519.4944,71.22410137,,,,,2522074.167,,,0.021194906,2.78793E-05
716,2.61635E+11,7.850495833,23,26,163,541100,3,261635411003.00,Block Group 3,G5030,S,260106,0,42.4217993,-83.2412119,721,135,22,66,0,0,0,24,0,0,12,0,0,11,0,0,0,0,2.61635E+11,,247,0,0,0,0,0,0,0,0,0,0,0,0,12,43,0,65,24,12,80,0,0,11,0,0,,,,309,0,,,,0,309,0,0,0,0,0,0,0,,,57.1,42.2,59.8,,,309,,,,224873.2274,86.45508213,4834.17875,1.858555266,,,2235270.25,,,0.021322024,2.84511E-05
717,2.61635E+11,7.850495833,857,26,163,541100,4,261635411004.00,Block Group 4,G5030,S,463620,0,42.4196348,-83.2465265,722,297,35,0,39,89,0,39,0,0,24,0,14,21,36,0,0,0,2.61635E+11,,518,0,0,0,0,0,0,0,0,0,0,0,28,40,0,43,73,48,45,90,65,41,45,0,0,,,,755,11,,,,128,638,0,0,0,0,0,0,0,,,38.5,35.8,46.1,,,766,,,,399021.2848,86.06659004,3508.732463,0.756813358,,,2262791,,,0.029555045,5.07105E-05
718,2.61635E+11,7.850495833,641,26,163,541100,5,261635411005.00,Block Group 5,G5030,S,200358,0,42.4171417,-83.2409879,723,177,0,72,32,61,12,0,0,0,0,0,0,0,0,0,0,0,2.61635E+11,,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,72,0,44,0,0,0,0,0,,,,349,12,,,,12,349,0,0,0,0,0,0,0,,,19.9,28.3,19.6,,,361,,,,131456.3369,65.61104984,4752.696708,2.372114026,,,3821814.471,,,0.018925868,2.19141E-05
719,2.61635E+11,7.850495833,24,26,163,541200,1,261635412001.00,Block Group 1,G5030,S,394116,0,42.4267007,-83.2539392,724,210,112,5,6,21,35,0,0,0,0,0,8,0,0,0,6,17,2.61635E+11,,297,0,0,0,0,0,0,0,5,0,0,16,0,26,80,46,78,0,6,15,0,8,0,17,0,,,,559,0,,,,17,537,5,0,0,0,0,0,0,,,25.7,19.1,26.5,,,559,,,,288686.8265,73.24919969,6588.827099,1.671798875,,,3300407.675,,,0.027211769,4.31131E-05
