,Loc ID,County,Community,Functional Class,Rural Urban,On,From,To,Approach,At,Dir,Directions,Category,LRS ID,LRS Loc Pt,Latitude,Longitude,Latest,Count
6642,33-0044,Ingham,Lansing,(4) Minor Arterial,U,W Miller Rd,,,EAST OF,Pleasant Grove Rd,2-WAY,EB/WB,,336105.0,0.821582,42.66925334,-84.58690618,3828.0,3828.0
6643,33-0045,Ingham,Lansing,(7) Local Road or Street,U,Westmont Ave,Wilson Ave,Lafayette Ave,BETWEEN,Wilson Ave AND Lafayette Ave,2-WAY,NB/SB,,335401.0,0.082463,42.76433498,-84.59528749,,
6644,33-0049,Ingham,Lansing,(7) Local Road or Street,U,Westmont Ave,N Grand River Ave,Wilson Ave,BETWEEN,N Grand River Ave AND Wilson Ave,2-WAY,NB/SB,,335401.0,0.2480635,42.76673496,-84.59530706,,
6645,33-0051,Ingham,Lansing,(3) Other Principal Arterial,U,W Jolly Rd,,,WEST OF,Kessler Dr,2-WAY,EB/WB,,336205.0,2.317482,42.68304773,-84.55760667,12372.0,12372.0
6646,33-0052,Ingham,Williamston,(4) Minor Arterial,U,M-43,,,WEST OF,Mechanic St,2-WAY,EB/WB,,335601.0,14.67011,42.68824629,-84.2876521,8797.0,8797.0
6647,33-0053,Ingham,Lansing,(7) Local Road or Street,U,Wexford Rd,,,SOUTH OF,W Jolly Rd,2-WAY,NB/SB,,346407.0,0.303252,42.68137015,-84.59780281,720.0,720.0
6648,33-0054,Ingham,-,(4) Minor Arterial,R,M-36,,,WEST OF,Meridian Rd,2-WAY,EB/WB,Primary,361110.0,5.411,42.55599357,-84.35866643,2319.0,2319.0
6649,33-0055,Ingham,Lansing,(7) Local Road or Street,U,Kendon Dr,,,WEST OF,S Pennsylvania Ave,2-WAY,EB/WB,,336206.0,0.4075385,42.68610132,-84.53879341,1134.0,1134.0
6650,33-0056,Ingham,Ingham,(4) Minor Arterial,R,M-36,,,EAST OF,S Williamston Rd,2-WAY,EB/WB,Primary,361110.0,8.841,42.55584264,-84.29142672,1538.0,1538.0
6651,33-0057,Ingham,Lansing,(3) Other Principal Arterial,U,E Michigan Ave,,,EAST OF,N Larch St,2-WAY,EB/WB,,335507.0,0.5680708,42.7335919,-84.54278452,10956.0,10956.0
6652,33-0058,Ingham,-,(1) Interstate,U,I-96 ON RAMP,,,,FROM E I-96 CONN,RAMP,SW,Primary,362510.0,0.127,42.66231005,-84.53391847,4813.0,4813.0
6653,33-0059,Ingham,Lansing,(7) Local Road or Street,U,N Larch St,,,SOUTH OF,E North St,2-WAY,NB/SB,,337703.0,0.1571748,42.75012122,-84.54457156,1021.0,1021.0
6654,33-0060,Ingham,-,(4) Minor Arterial,R,M-52 STOCKBRIDGE,,,NORTH OF,E Grand River Ave,2-WAY,NB/SB,Primary,362204.0,0.545,42.68411339,-84.21962424,5570.0,5570.0
6655,33-0061,Ingham,Williamston,(4) Minor Arterial,U,M-43,,,EAST OF,Mechanic St,2-WAY,EB/WB,,335601.0,14.74034,42.68854807,-84.28633443,8821.0,8821.0
6656,33-0062,Ingham,Lansing,(7) Local Road or Street,U,May St,,,EAST OF,N Larch St,2-WAY,EB/WB,,337609.0,0.0971598,42.74231428,-84.54270381,609.0,609.0
6657,33-0063,Ingham,Lansing,(4) Minor Arterial,U,E Shiawassee St,,,EAST OF,N Larch St,2-WAY,EB/WB,,336702.0,1.570741,42.73722264,-84.54187687,2683.0,2683.0
6658,33-0064,Ingham,-,(1) Interstate,U,I-96 ON RAMP,,,,FROM SE I-96BR (CEDAR ST) AND PENNSYLVANIA AVE,RAMP,NE,Primary,362509.0,0.206,42.66129387,-84.53003136,6187.0,6187.0
6659,33-0065,Ingham,-,(1) Interstate,U,I-96 OFF RAMP,,,,TO OKEMOS ROAD,RAMP,EB,Primary,351710.0,0.288,42.67763885,-84.43566188,6957.0,6957.0
6660,33-0066,Ingham,-,(3) Other Principal Arterial,U,OLD US-27,,,NE OF,S Waverly Rd,2-WAY,NE/SW,Primary,355210.0,0.103,42.7173915,-84.60153008,6860.0,6860.0
6661,33-0067,Ingham,-,(1) Interstate,U,I-96 ON RAMP,,,,FROM OKEMOS RD,RAMP,EB,Primary,1917510.0,0.111,42.67695542,-84.43068873,288.0,288.0
6662,33-0068,Ingham,-,(1) Interstate,U,I-96 ON RAMP,,,,FROM OKEMOS RD,RAMP,WB,Primary,1903507.0,0.141,42.67959897,-84.43546751,6771.0,6771.0
6663,33-0069,Ingham,Lansing,(1) Interstate,,W I 496 CD RAMP,,,,,RAMP,WB,,355201.0,,42.725748,-84.540119,5862.0,5862.0
6664,33-0070,Ingham,Lansing,(7) Local Road or Street,U,W Maple St,N Walnut St,Seymour Ave,BETWEEN,N Walnut St AND Seymour Ave,2-WAY,EB/WB,,339908.0,0.3236376,42.74616363,-84.55609094,339.0,339.0
6665,33-0072,Ingham,Mason,(2) Freeway & Expressway,U,US-127,,,SOUTH OF,Cedar/N US 127 RAMP,2-WAY,NB/SB,Primary,354209.0,11.629,42.58510342,-84.46132969,24453.0,24453.0
6666,33-0075,Ingham,-,(1) Interstate,U,I-96 ON LOOP,,,,FROM SB OKEMOS ROAD,RAMP,EB,Primary,351706.0,0.078,42.67702808,-84.43433533,2420.0,2420.0
6667,33-0076,Ingham,-,(1) Interstate,U,I-96 ON LOOP,,,,FROM NB OKEMOS ROAD,RAMP,WB,Primary,351801.0,0.095,42.67955534,-84.43108298,410.0,410.0
6668,33-0077,Ingham,Lansing,(3) Other Principal Arterial,U,M-99 MLK,,,NORTH OF,W Jolly Rd,2-WAY,NB/SB,Primary,352303.0,2.807,42.6844912,-84.56772188,15799.0,15799.0
6669,33-0078,Ingham,Leslie,(2) Freeway & Expressway,R,US-127,,,SOUTH OF,Bellevue/N US 127 RAMP,2-WAY,NB/SB,Primary,354209.0,1.572,42.44311689,-84.44339328,16256.0,16256.0
6670,33-0079,Ingham,-,(2) Freeway & Expressway,R,US-127,,,,S OF BARNES AND NORTH OF BELLEVUE RD,2-WAY,NB/SB,Primary,354209.0,4.749,42.48916234,-84.44360881,17121.0,17121.0
6671,33-0081,Ingham,Lansing,(7) Local Road or Street,U,W Maple St,Seymour Ave,N Capitol Ave,BETWEEN,Seymour Ave AND N Capitol Ave,2-WAY,EB/WB,,339908.0,0.4067874,42.74614627,-84.55445607,,
6672,33-0082,Ingham,-,(2) Freeway & Expressway,U,US-127 ON RAMP,,,,FROM NB M-36 (CEDAR ST),RAMP,SB,DIR,,,42.593478,-84.465434,952.0,952.0
6673,33-0083,Ingham,-,(3) Other Principal Arterial,U,I-69BL SAGINAW,,,SW OF,Park Lake Rd,2-WAY,NE/SW,Primary,341208.0,7.77,42.75004202,-84.45291372,12221.0,12221.0
6674,33-0085,Ingham,-,(2) Freeway & Expressway,U,US-127 ON RAMP,,,,FROM NB M-36 (CEDAR ST),RAMP,NB,DIR,,,42.591901,-84.461237,600.0,600.0
6675,33-0086,Ingham,Lansing,(1) Interstate,U,I-96,,,EAST OF,Martin Luther King Jr/E I 96 RAMP,2-WAY,EB/WB,Primary,337304.0,1.344,42.6629265,-84.5769666,42672.0,42672.0
6676,33-0087,Ingham,Lansing,(1) Interstate,U,I-96,,,NE OF,Cedar/E I 96 Connector RAMP,2-WAY,EB/WB,Primary,337304.0,4.385,42.66534406,-84.51953817,51775.0,51775.0
6677,33-0088,Ingham,Wheatfield,(1) Interstate,R,I-96,,,WEST OF,Williamston/E I 96 RAMP,2-WAY,EB/WB,Primary,337304.0,16.279,42.66541681,-84.29194,42008.0,42008.0
6678,33-0089,Ingham,-,(1) Interstate,U,I-96,,,EAST OF,N Williamston Rd,2-WAY,EB/WB,Primary,337304.0,17.244,42.66515209,-84.27299368,42197.0,42197.0
6679,33-0090,Ingham,Leroy,(4) Minor Arterial,U,M-43 M-52 STKBRDG RD,,,SOUTH OF,Grand River Ave,2-WAY,NB/SB,Primary,360401.0,7.924,42.66619187,-84.1984879,7373.0,7373.0
6680,33-0091,Ingham,LANSING,(3) Other Principal Arterial,U,M-99 MLK,,,,50 FT NE OF I-96 INTCH,2-WAY,NE/SW,,352303.0,1.220058,42.66681204,-84.58699805,15315.0,15315.0
6681,33-0092,Ingham,-,(1) Interstate,U,I-496 US-127,,,SOUTH OF,Dunckel Rd,2-WAY,NB/SB,Primary,355110.0,7.65,42.68525195,-84.50265238,40252.0,40252.0
6682,33-0093,Ingham,East Lansing,(1) Interstate,U,I-496,Dunckel Rd,Trowbridge/E I 496 RAMP,BETWEEN,Dunckel Rd AND Trowbridge/E I 496 RAMP,2-WAY,NB/SB,Primary,355110.0,5.306,42.71893854,-84.504771,51346.0,51346.0
6683,33-0094,Ingham,East Lansing,(2) Freeway & Expressway,U,I-496 US-127 M-78,,,NORTH OF,S US 127/Trowbridge RAMP,2-WAY,NW/SE,Primary,349804.0,0.297,42.72596957,-84.50938886,46713.0,46713.0
6684,33-0095,Ingham,Delhi,(1) Interstate,U,I-96,,,EAST OF,E I 96/N US 127 RAMP,2-WAY,EB/WB,Primary,337304.0,7.196665,42.67774846,-84.46833273,50086.0,50086.0
6685,33-0096,Ingham,-,(2) Freeway & Expressway,U,US-127,,,NORTH OF,N US 127/Holt RAMP,2-WAY,NB/SB,Primary,354209.0,15.983,42.6458085,-84.47764145,33753.0,33753.0
6686,33-0097,Ingham,-,(2) Freeway & Expressway,R,US-127,,,SOUTH OF,N US 127/Holt RAMP,2-WAY,NB/SB,Primary,354209.0,15.132,42.63366604,-84.47672859,28968.0,28968.0
6687,33-0099,Ingham,Lansing,(1) Interstate,U,I-496 OFF RAMP,,,,,RAMP,WB,Primary,355301.0,1.030531,42.72463754,-84.5868916,6381.0,6381.0
6688,33-0103,Ingham,Lansing,(3) Other Principal Arterial,U,M-99 MARTIN LUTHER KING BLVD,,,SOUTH OF,W Miller Rd,2-WAY,NE/SW,,352303.0,1.441896,42.66910832,-84.58394883,11188.0,11188.0
6689,33-0107,Ingham,Lansing,(7) Local Road or Street,U,Grovenburg Rd,,,NORTH OF,W Miller Rd,2-WAY,NB/SB,,3330720.0,0.428,42.66966763,-84.58255887,801.0,801.0
6690,33-0108,INGHAM,Lansing,(7) Local Road or Street,U,Pheasant Ave,,,NORTH OF,W Miller Rd,1-WAY,NB,,,,42.669355,-84.583896,174.0,174.0
6691,33-0109,Ingham,Lansing,(1) Interstate,U,E I 96/Cedar Connector RAMP,,,EAST OF,S Pennsylvania Ave,RAMP,EB,Primary,336103.0,0.4446321,42.66530556,-84.5347893,10374.0,10374.0
6692,33-0110,Ingham,East Lansing,(4) Minor Arterial,U,Harrison Rd,,,SOUTH OF,W Grand River Ave,2-WAY,NB/SB,,346910.0,2.291596,42.73768237,-84.49349428,9327.0,9327.0
6693,33-0111,Ingham,Lansing,(7) Local Road or Street,U,Seymour Ave,W Maple St,W Kilborn St,BETWEEN,W Maple St AND W Kilborn St,2-WAY,NB/SB,,340005.0,0.7466753,42.74549915,-84.55529011,,
6694,33-0112,Ingham,Stockbridge,(7) Local Road or Street,R,E Elizabeth St,,,EAST OF,S M 106,2-WAY,EB/WB,,351204.0,0.2426057,42.45019106,-84.17977998,911.0,911.0
6695,33-0113,Ingham,Stockbridge,(7) Local Road or Street,R,W Elizabeth St,,,WEST OF,S M 106,2-WAY,EB/WB,,351204.0,0.1975653,42.45019443,-84.18066144,930.0,930.0
6696,33-0114,Eaton,Delta,(3) Other Principal Arterial,U,WAVERLY RD,,,,BTWN WB OFF RAMP/WB ON LOOP DELTA TWP,2-WAY,NB/SB,,570708.0,9.743056,42.72337198,-84.60300718,20846.0,20846.0
6697,33-0115,Ingham,Stockbridge,(4) Minor Arterial,R,S M 106,,,SOUTH OF,E Elizabeth St,2-WAY,NB/SB,,362005.0,2.289739,42.44972397,-84.18012045,8327.0,8327.0
6698,33-0117,Eaton,-,(3) Other Principal Arterial,U,WAVERLY RD,,,,BTWN EB ON LOOP/OFF RAMP DELTA TWP,2-WAY,NB/SB,,570708.0,9.513458,42.72004492,-84.60303749,16194.0,16194.0
6699,33-0118,Eaton,-,(3) Other Principal Arterial,U,WAVERLY RD,,,,BTWN EB ON/OFF RAMPS DELTA TWP,2-WAY,NB/SB,,570708.0,9.478308,42.71953562,-84.60302542,16987.0,16987.0
6700,33-0119,Ingham,Lansing,(3) Other Principal Arterial,U,I 96 BL,S Cedar St,Edgewood Blvd,BETWEEN,S Cedar St AND Edgewood Blvd,2-WAY,EB/WB,Primary,336103.0,0.0817106,42.66666268,-84.54150935,3056.0,3056.0
6701,33-0120,Ingham,Lansing,(4) Minor Arterial,U,E Kalamazoo St,,,EAST OF,S Larch St,2-WAY,EB/WB,,335505.0,1.938078,42.72993236,-84.54249276,6489.0,6489.0
6702,33-0121,Ingham,Lansing,(7) Local Road or Street,U,Coulson Ct,,,,,2-WAY,NB/SB,,346101.0,0.2595706,42.66781859,-84.55242772,344.0,344.0
6703,33-0122,Ingham,Lansing,(7) Local Road or Street,U,Ridgewood Ave,,,EAST OF,Wildwood Ave,2-WAY,EB/WB,,345507.0,0.0754777,42.69400777,-84.54398429,288.0,288.0
6704,33-0123,Ingham,Lansing,(7) Local Road or Street,U,Wildwood Ave,,,NORTH OF,Hunter Blvd,2-WAY,NB/SB,,344909.0,0.5885241,42.69352555,-84.545398,491.0,491.0
6705,33-0124,Ingham,Lansing,(7) Local Road or Street,U,Center St,,,NORTH OF,E Grand River Ave,2-WAY,NB/SB,,335810.0,0.4832803,42.74790902,-84.54803246,912.0,912.0
6706,33-0126,Ingham,Lansing,(7) Local Road or Street,U,Center St,,,SOUTH OF,E Grand River Ave,2-WAY,NB/SB,,335810.0,0.4282196,42.74711107,-84.54802146,1321.0,1321.0
6707,33-0127,Ingham,Lansing,(7) Local Road or Street,U,Kendon Dr,,,WEST OF,Wildwood Ave,2-WAY,EB/WB,,336206.0,0.048502,42.68614644,-84.54584619,489.0,489.0
6708,33-0128,Ingham,Lansing,(7) Local Road or Street,U,Cooley Dr,,,EAST OF,S Waverly Rd,2-WAY,EB/WB,,3330638.0,0.0589667,42.70793701,-84.60194837,329.0,329.0
6709,33-0129,Ingham,Lansing,(7) Local Road or Street,U,Cooley Dr,,,EAST OF,York Rd,2-WAY,EB/WB,,3330638.0,0.238649,42.70792457,-84.59841748,201.0,201.0
6710,33-0130,Ingham,Lansing,(7) Local Road or Street,U,Wexford Rd,,,SOUTH OF,Viola Dr,2-WAY,NB/SB,,346407.0,0.1633134,42.67934205,-84.59779112,539.0,539.0
6711,33-0131,Ingham,Lansing,(7) Local Road or Street,U,Wexford Rd,,,SOUTH OF,Swanee Dr,2-WAY,NB/SB,,346407.0,0.1035301,42.67847569,-84.59778202,283.0,283.0
6712,33-0132,Ingham,Lansing,(7) Local Road or Street,U,Stabler St,Dunlap St,Astor Ave,BETWEEN,Dunlap St AND Astor Ave,2-WAY,NB/SB,,343010.0,0.8506449,42.70180716,-84.5529411,1069.0,1069.0
6713,33-0133,Ingham,Lansing,(7) Local Road or Street,U,Stabler St,,,SOUTH OF,Astor Ave,2-WAY,NB/SB,,343010.0,0.7833656,42.70085184,-84.5527059,1069.0,1069.0
6714,33-0134,Ingham,Lansing,(7) Local Road or Street,U,Stabler St,,,SOUTH OF,W Hodge Ave,2-WAY,NB/SB,,343010.0,0.6925763,42.69953655,-84.55272384,1101.0,1101.0
6715,33-0135,Ingham,Lansing,(3) Other Principal Arterial,U,W Jolly Rd,,,WEST OF,Wise Rd,2-WAY,EB/WB,,336205.0,0.5393461,42.68311007,-84.59253464,8798.0,8798.0
6716,33-0137,Ingham,-,(4) Minor Arterial,R,M-52 STOCKBRIDGE,,,NORTH OF,Howell Rd,2-WAY,NB/SB,Primary,360401.0,3.405,42.6007874,-84.19389981,4472.0,4472.0
6717,33-0138,Ingham,Lansing,(4) Minor Arterial,U,Edgewood Blvd,,,SE OF,Labelle St,2-WAY,NW/SE,,370708.0,0.2037272,42.66510497,-84.58382222,10322.0,10322.0
6718,33-0143,Ingham,Lansing,(4) Minor Arterial,U,E Main St,,,WEST OF,S Clemens Ave,2-WAY,EB/WB,Primary,3330695.0,0.6929052,42.72440516,-84.52468143,1974.0,1974.0
6719,33-0144,Ingham,Lansing,(7) Local Road or Street,U,Kendon Dr,,,EAST OF,Wildwood Ave,2-WAY,EB/WB,,336206.0,0.126346,42.68613231,-84.54431708,,
6720,33-0149,Ingham,LANSING,(4) Minor Arterial,U,HOWARD ST(OLD 127),,,,100FT N OF FERNWOOD,1-WAY,SB,,340710.0,0.6084093,42.73879585,-84.5110336,8378.0,8378.0
6721,33-0154,Ingham,Lansing,(7) Local Road or Street,U,Richmond St,,,SOUTH OF,S Wadsworth Dr,2-WAY,NB/SB,,344709.0,0.2133862,42.69231696,-84.58397885,,
6722,33-0156,Ingham,Lansing,(7) Local Road or Street,U,Stabler St,,,NORTH OF,W Holmes Rd,2-WAY,NB/SB,,343010.0,0.603632,42.69824755,-84.55273558,1233.0,1233.0
6723,33-0157,Ingham,Lansing,(7) Local Road or Street,U,Jessop Ave,,,EAST OF,S Cedar St,2-WAY,EB/WB,,345506.0,0.0723479,42.69098563,-84.54662584,306.0,306.0
6724,33-0162,Ingham,-,(2) Freeway & Expressway,U,US-127 OFF RAMP,,,,TO LAKE LANSING RD - LANSING TWP,RAMP,SB,Primary,339010.0,0.187,42.76309169,-84.51135044,3778.0,3778.0
6725,33-0163,Ingham,-,(2) Freeway & Expressway,U,US-127 ON LOOP,,,,FROM WB LAKE LANSING RD - LANSING TWP,RAMP,SB,Primary,362402.0,0.092,42.76189989,-84.51162492,5506.0,5506.0
6726,33-0164,Ingham,-,(2) Freeway & Expressway,U,US-127 ON RAMP,,,,FROM EB LAKE LANSING RD - LANSING TWP,RAMP,SB,Primary,338605.0,0.162,42.76012864,-84.50998981,6549.0,6549.0
6727,33-0170,Ingham,Lansing,(7) Local Road or Street,U,Wildwood Ave,,,NORTH OF,E Cavanaugh Rd,2-WAY,NB/SB,,344909.0,0.3818844,42.69055699,-84.54523258,507.0,507.0
6728,33-0171,Ingham,LANSING,(1) Interstate,U,I-496 CD OFF RAMP,,,,TO GRAND AVE AND E SAINT JOSEPH ST,RAMP,WB,Primary,341402.0,0.104,42.72608391,-84.54930495,6905.0,6905.0
6729,33-0172,Ingham,Lansing,(7) Local Road or Street,U,Wildwood Ave,,,NORTH OF,Jessop Ave,2-WAY,NB/SB,,344909.0,0.4353619,42.69133202,-84.54522347,,
6730,33-0173,Ingham,Lansing,(7) Local Road or Street,U,Jessop Ave,,,EAST OF,Wildwood Ave,2-WAY,EB/WB,,345506.0,0.2073729,42.69097375,-84.54397315,183.0,183.0
6731,33-0175,Ingham,Lansing,(7) Local Road or Street,U,Devonshire Ave,,,SOUTH OF,Kendon Dr,2-WAY,NB/SB,,343402.0,0.1939601,42.6857952,-84.53566448,223.0,223.0
6732,33-0176,Ingham,LANSING,(1) Interstate,U,I-496 CD RAMP,,,,W OF PENNSYLVANIA AVE,RAMP,EB,Primary,336507.0,0.131,42.72526121,-84.54002045,9571.0,9571.0
6733,33-0177,Ingham,Lansing,(7) Local Road or Street,U,Downer Ave,,,NORTH OF,M 43,2-WAY,NB/SB,,362305.0,0.0212446,42.74120899,-84.51526424,1186.0,1186.0
6734,33-0180,Ingham,Lansing,(7) Local Road or Street,U,Leslie St,,,SOUTH OF,E Michigan Ave,2-WAY,NB/SB,,340906.0,0.5100467,42.73303486,-84.52488855,394.0,394.0
6735,33-0181,Ingham,Lansing,(7) Local Road or Street,U,Kipling Blvd,,,NORTH OF,E Michigan Ave,2-WAY,NB/SB,,340705.0,0.055566,42.73444578,-84.51508307,628.0,628.0
6736,33-0182,Ingham,-,(1) Interstate,U,I-96 OFF RAMP,,,,TO SB US127 - DELHI TOWNSHIP,RAMP,EB,Primary,337501.0,0.262,42.67309834,-84.49582681,4407.0,4407.0
6737,33-0183,Ingham,-,(1) Interstate,U,I-96 ON RAMP,,,,FROM NB US-127,RAMP,EB,Primary,337502.0,0.31,42.674353,-84.49266657,1620.0,1620.0
6738,33-0184,Ingham,-,(1) Interstate,U,I-96 OFF LOOP,,,,TO NB I-496 - DELHI TOWNSHIP,RAMP,EB,Primary,337504.0,0.093,42.6745063,-84.49311569,5342.0,5342.0
6739,33-0185,Ingham,-,(1) Interstate,U,I-96 ON LOOP,,,,FROM NB US-127 - DELHI TOWNSHIP,RAMP,WB,Primary,337407.0,0.11,42.6774091,-84.49466371,3494.0,3494.0
6740,33-0186,Ingham,-,(1) Interstate,U,I-96 ON RAMP,,,,FROM SB I-496 - DELHI TOWNSHIP,RAMP,EB,Primary,337507.0,0.362,42.67738664,-84.49373221,11405.0,11405.0
6741,33-0187,Ingham,-,(1) Interstate,U,I-96 OFF RAMP,,,,TO NB I-496 - DELHI TOWNSHIP,RAMP,WB,Primary,337406.0,0.216,42.67801801,-84.49441525,11915.0,11915.0
6742,33-0188,Ingham,-,(1) Interstate,U,I-96 OFF LOOP,,,,TO SB US-127 - DELHI TOWNSHIP,RAMP,WB,Primary,337409.0,0.114,42.67568639,-84.49820886,1678.0,1678.0
6743,33-0189,Ingham,-,(1) Interstate,U,I-96 ON RAMP,,,,FROM SB I-496 - DELHI TOWNSHIP,RAMP,WB,Primary,337506.0,0.259,42.67558663,-84.49849298,6560.0,6560.0
6744,33-0190,Ingham,-,(2) Freeway & Expressway,U,US-127 ON RAMP,,,,FROM HOLT RD-SW QUAD-TWP ALAIEDON,RAMP,SB,Primary,351705.0,0.154,42.63840197,-84.48001618,1580.0,1580.0
6745,33-0191,Ingham,-,(2) Freeway & Expressway,U,US-127 OFF RAMP,,,,TO HOLT RD-SE QUAD-TWP ALAIEDON,RAMP,NB,Primary,351610.0,0.29,42.63902134,-84.47626164,1586.0,1586.0
6746,33-0192,Ingham,-,(2) Freeway & Expressway,U,US-127 ON RAMP,,,,FROM HOLT RD-NE QUAD-ALAIEDON TWP,RAMP,NB,Primary,351702.0,0.111,42.64183792,-84.47660325,4060.0,4060.0
6747,33-0193,Ingham,-,(2) Freeway & Expressway,U,US-127 OFF RAMP,,,,TO HOLT RD-NW QUAD-TWP ALAIEDON,RAMP,SB,Primary,351703.0,0.261,42.64223018,-84.48064248,4163.0,4163.0
6748,33-0194,Ingham,-,(2) Freeway & Expressway,U,US-127 ON RAMP,,,,FROM M-36 (CEDAR ST) - VEVAY TWP,RAMP,SB,Primary,359605.0,0.223,42.59075481,-84.46482026,1984.0,1984.0
6749,33-0195,Ingham,-,(2) Freeway & Expressway,U,US-127 OFF RAMP,,,,TO M-36 (CEDAR ST) - VEVAY TWP,RAMP,NB,Primary,361707.0,0.258,42.59062635,-84.4625388,1910.0,1910.0
6750,33-0196,Ingham,-,(2) Freeway & Expressway,U,US-127 ON RAMP,,,,FROM M-36 (CEDAR ST) - VEVAY TWP,RAMP,NB,Primary,361706.0,0.167,42.5938835,-84.46143431,3700.0,3700.0
6751,33-0197,Ingham,-,(2) Freeway & Expressway,U,US-127 OFF RAMP,,,,TO M-36 (CEDAR ST) - VEVAY TWP,RAMP,SB,Primary,359608.0,0.104,42.59479625,-84.46520302,3725.0,3725.0
6752,33-0198,Ingham,Lansing,(7) Local Road or Street,U,Kipling Blvd,,,SOUTH OF,S M 43,2-WAY,NB/SB,,340705.0,0.4200754,42.73972803,-84.51504794,,
6753,33-0204,Ingham,-,(2) Freeway & Expressway,U,US-127 ON RAMP,,,,N OF RAMP TO WB I-496,RAMP,SB,Primary,341202.0,0.057,42.72915498,-84.51114068,9177.0,9177.0
6754,33-0205,Ingham,-,(2) Freeway & Expressway,U,US-127 OFF RAMP,,,,N OF RAMP FROM EB I-496,RAMP,NB,Primary,362507.0,0.148,42.72951134,-84.50977153,8527.0,8527.0
6755,33-0208,Ingham,-,(1) Interstate,U,I-96 OFF RAMP,,,,TO M-52 (STOCKBRIDGE RD),RAMP,EB,Primary,355609.0,0.172,42.65900432,-84.2008136,1964.0,1964.0
6756,33-0209,Ingham,-,(1) Interstate,U,I-96 ON RAMP,,,,FROM M-52 (STOCKBRIDGE RD),RAMP,EB,Primary,355606.0,0.097,42.65654307,-84.19602964,2557.0,2557.0
6757,33-0210,Ingham,-,(1) Interstate,U,I-96 ON RAMP,,,,FROM M-52 (STOCKBRIDGE RD),RAMP,WB,Primary,355608.0,0.084,42.66162101,-84.19989572,2536.0,2536.0
6758,33-0211,Ingham,-,(1) Interstate,U,I-96 OFF RAMP,,,,TO M-52 (STOCKBRIDGE RD),RAMP,WB,Primary,355607.0,0.238,42.65968706,-84.19568949,2542.0,2542.0
6759,33-0213,Ingham,Lansing,(7) Local Road or Street,U,Lasalle Blvd,,,SOUTH OF,S M 43,2-WAY,NB/SB,,341205.0,0.242658,42.73993978,-84.51379687,229.0,229.0
6760,33-0214,Ingham,EAST LANSING,(2) Freeway & Expressway,U,US-127 I-69,,,,AT MICHIGAN AVE OVERPASS,2-WAY,NB/SB,Primary,349804.0,0.823,42.73345759,-84.51019414,64336.0,64336.0
6761,33-0216,INGHAM,Meridian,-,,I-69BL CROSSOVER,,,SE OF,Lake Lansing Rd,1-WAY,NE,,,,42.753795,-84.44389,668.0,668.0
6762,33-0219,Ingham,Lansing Township,(1) Interstate,U,I-496,S Waverly Rd,Lansing Road Ramps,BETWEEN,S Waverly Rd AND Lansing Road Ramps,2-WAY,EB/WB,Primary,355110.0,0.407,42.72258642,-84.5951616,29988.0,29988.0
6763,33-0221,Ingham,LANSING,(1) Interstate,U,I-496,,,,AT M-99 (LOGAN ST)OVERPASS,2-WAY,EB/WB,,355110.0,1.803,42.72593414,-84.56863099,44957.0,44957.0
6764,33-0222,Ingham,LANSING,(1) Interstate,U,I-496,,,,AT PINE ST OVERPASS,2-WAY,EB/WB,Primary,355110.0,2.247,42.72590953,-84.55990682,41830.0,41830.0
6765,33-0223,Ingham,LANSING,(1) Interstate,U,I-496,,,,AT WASHINGTON AV OVERPASS,2-WAY,EB/WB,Primary,355110.0,2.641,42.72585263,-84.55216224,61523.0,61523.0
6766,33-0228,Ingham,-,(1) Interstate,U,I-96 OFF RAMP,,,,TO OKEMOS ROAD,RAMP,WB,Primary,351708.0,0.183,42.67917422,-84.43034573,3171.0,3171.0
6767,33-0229,Ingham,-,(1) Interstate,U,I-496 ON LOOP,,,,FROM NB WAVERLY RD - LANSING TWP,RAMP,WB,,355303.0,0.154,42.72283365,-84.60089015,883.0,883.0
6768,33-0230,Ingham,-,(1) Interstate,U,I-496 ON RAMP,,,,FROM NB WAVERLY RD - LANSING TWP,RAMP,EB,Primary,355304.0,0.18,42.72068818,-84.60025251,485.0,485.0
6769,33-0231,Ingham,-,(1) Interstate,U,I-496 OFF RAMP,,,,TO WAVERLY RD - LANSING TWP,RAMP,WB,Primary,355302.0,0.213,42.72297407,-84.59994526,5517.0,5517.0
6770,33-0232,Ingham,-,(2) Freeway & Expressway,R,US-127 OFF RAMP,,,,NORTH BOUND EXIT RAMP TO BELLEVUE ROAD,RAMP,NB,Primary,354208.0,0.179,42.44875927,-84.44279353,1029.0,1029.0
6771,33-0233,Ingham,-,(2) Freeway & Expressway,R,US-127 ON LOOP,,,,ENTRANCE LOOP TO NORTH BOUND US-127 FROM BELLE,RAMP,NB,Primary,361907.0,0.108,42.44984144,-84.44211678,1875.0,1875.0
6772,33-0234,Ingham,-,(2) Freeway & Expressway,R,US-127 ON LOOP,,,,FROM BELLEVUE RD,RAMP,SB,Primary,354207.0,0.123,42.45253027,-84.44475851,996.0,996.0
6773,33-0235,Ingham,-,(2) Freeway & Expressway,R,US-127 OFF RAMP,,,,SOUTH BOUND EXIT RAMP TO BELLEVUE ROAD,RAMP,SB,Primary,354205.0,0.224,42.45303993,-84.44491706,1772.0,1772.0
